overall_text,label
Pros:i have tried this software in my business in order to manage and deal my customers support. it is not a bad app,1
Pros:I like all the products by Zoho and the best part about zoho desk is integrated with other zoho apps. We are going to extend to more advanced version as we can certainly see a value into it.,1
"Pros:The ease of use, very good interface, robust notification system, team split, many good features.",1
"Pros:Zendesk is SO easy to use. I think the thing I love the most is the interface. It took me no time at all to pick up when I first started using it. My last company used Salesforce Service Cloud and the learning curve for that was so much steeper. With Zendesk, it's super easy to reference a client's case history, listen to previously recorded calls, make outbound calls, set up queues and views, and create new tickets.",1
"So far so good, we went from the trial down to garden tier, I wish IP whitelisting was on this tier also. The LiveChat was quick and easy to use to get the answers needed, although when we were on a trial it did take awhile to get an email back about a question regarding the LiveChat.",1
"Pros:Dead simple to set up.Hours and minutes, not days.What you get is a robust help desk, some powerful automation mechanism, and excellent reporting.The available add-ins make integrating with other systems very helpful.",1
"Pros:Implemented ServiceNow as a HR help desk solution at my organization, in combination with starting up a new global HR services team. This instantly produced efficiencies in how we address employee questions/issues, allowing our services team to handle tickets as a Tier 1 solution.",1
"En general mi experiencia con Jira Service Management ha sido muy positiva, ya que me ha permitido avanzar a traves de los proyectos en que he participado de manera agil y ordenada, entregando incrementos de valor.",1
Excellent,1
"Pros:Future rich, easy to use, great tracking and logs",1
Pros:How easy it is to use. It has been easy for us to deploy and expand on campus.We have lot of users that are have commented on how easy it is to use over our old product.,1
Pros:I think the ticketing system is pretty good and smooth.,1
"We use this software at the company that I work. Our productivity has really improved since we started using Zoho Desk! I highly recommend it, also it is really affordable for any business.",1
"Pros:Easy to use, user friendly. all needed functions are in there, better than ServiceNow",1
it made my infrastructure a lot lighter than it was more secure too and i dont need a developer to do things for me in my portal so less work for the developers,1
"Pros:Zoho Desk est un logiciel de support client, qui permet d'assister les clients en cas d'insatisfaction, qui gère également les plaintes.Il gère entre autre également le centre d'appel d'une entreprise.",1
There is clearly a problem with this outfit. I have explained my problem several times to their online chat and have never been contacted,0
We were looking for an easy to use yet feature rich help desk platform to help manage our customer service requests when I stumbled upon Zoho Desk. I have been evaluating the software for a little over a week and have been thoroughly impressed both with the ease of use and the overall depth of features this product offers for a reasonable price. The product offers everything from email integration to custom forms for ticket creation and support for SLA's and workflow functionality for ticket management. I have not completed my full review but rightnow I am suitably impressed enough to move forward with a full scale trial with several of our key clients.,1
Pros:La rapidez en que todos los involucrados pueden disponer de su tiempo para resolver un ticket y la rapidez en la que también se puede responder por mail y llevarlo al crm de la empresa,1
"Pros:The ease of use, it is such a remarkable platform and I wish everyone would use it.",1
Advanced reporting capabilities and great flexibility.,1
"Mi experiencia ha sido positiva, la plataforma centralizada y las herramientas de gestión de tickets han mejorado nuestra eficiencia en el manejo de consultas y resolución de problemas. En general, ServiceNow ha mejorado la colaboración interna y la satisfacción del cliente al brindar un servicio más rápido y efectivo.",1
"Ticket management, live chat, call center integration, and knowledge base management but also the ability to customize the software to fit specific needs is a major bonus! :)",1
"Pros:I've been using JIRA from Atlassian since early 2015. I have been using their other products such as Confluence and Trello, but found JIRA service management to be the best for our company. JIRA is a very well organized help desk software that allows us to manage our help desk tickets. The system is very user friendly and intuitive. The agents can easily use it to answer questions, assign the tickets and even create support cases.",1
"Organize and Improve Desk and Operation functions. The value and level of services delivered by our department/team is better understood internally. Customer expectation is managed properly, therefore leading to improvements in customer experience.",1
"I have been assigned to adopt Freshdesk from Zendesk during my time at Augmedix. And After the successful training and implementation of FreshDesk, our company productivity especially in the technical team to create tickets and solving case issues have been resolved smartly and better than our previous apps. So our CTO got huge Appreciation for this adoption. We found smart solution for technical support and ticket creating and solving issue with perfect way like FreshDesk do.",1
Pros:Je trouve que cet outil permet de prioriser les tâches et de gérer l’organisation.Grâce aux rapports nous avons améliorés notre vélocité de travail,1
It has been very helpful to organize and prioritize customer inquiries effectively. When you go trough the learning curve its easy for our support agents to navigate and have the best control of our tickets,1
"Prior to using Jira Service Desk, were using a combination of Excel and SharePoint with workflows. We couldn't get great reports. It was hard to customize. Workflows broke without a reason because, you know, it's SharePoint. And the entire process of serving customers was dead slow. We brought in Jira Service Desk as a test bed. Within 2 hours, we were testing and customers were putting in tickets. While we used most of the default settings, the value we were generating was way beyond we ever had. Then, we set up SLAs and watch reports for a few days. We were able to see everything we wanted - who reported the issue, when, what was the priority, how many comment exchanges happened, how much time did we spend, did we meet SLAs, what was the solution, etc. Fast forward 2 years. We are now able to create strategies to service internal and external customers better based on the data from Jira. It has helped us go from making gut-feel decisioning to data-centric decisioning. Good data wins debates. Jira helped us with good data.We are also utilizing Jira's excellent searching, dashboarding and API functionality to feed data to other systems and drive changes beyond just customers.",1
In just a few short months we were able to implement Jira Service Desk for our internal use.It was truly pain free and tied in with the self help portal the user adoption was great. The reporting and SLA tracking is great and can't imagine going to any other product.,1
"Our experience using this software has been quite pleasant; it has allowed us to improve communication with our customers exponentially; it brings a lot to our customer service and support. It has also been advantageous to have configured automatic responses; many customers find their answers without contacting an agent. In short, it has helped us to provide personalized, real-time customer service and support to our clientele, thus boosting customer satisfaction and efficiently streamlining problem resolution.",1
"Zoho Desk helps businesses organize their affairs, manage customer interactions, and structure their way of dealing with customers. Our support agents can readily get information and answers from the customisable knowledge base within Zoho Desk. We employed a reporting tool to have a better understanding of our support desk and future difficulties.",1
I wouldn't want to use anything else but Zendesk. I couldn't imagine doing my job without it honestly. 1000/10 would recommend!,1
"Great experience. As an admin, or process coordinator you get a great overview of the agent's operation. How many tickets have been assigned to each, the status, how much time it takes to get the tickets resolved and of course it makes it easier to make decisions.We did not use any software before and we constantly got lost e-mails or forgotten requests because they were all handled through e-mail. Also it was very difficult to keep track of the agents performance.",1
"Pros:It's very easy to learn, even for new people and does not require any special technological skills. It has been very consistent over the time. It's very easy to search the database by ticket number, Customer name, Category etc. Overall good value for what you pay for.",1
Pros:Zoho Desk has many options and features but what I liked best was the Extensive reporting tools and the ability to set up your own dashboard.,1
"Pros:Zendesk has a really nice system interface and It's not complicated to use. Overall, I find Zendesk really helpful.",1
This runs my day to day operations and make it easy to access my knowledge base and look through older tickets . Makes invoicing easy and does everything I need in my small business,1
Pros:So easy customized and really helpful for improvement working process. Very recommended to using this,1
Pros:I really liked its integration with other systems and applications. Dashboards and reports really gives good insights.,1
"Fantastic. Totally changed the way we deliver support, made it much easier to track everything, and gives us some decent reporting too. So much better than email or JIRA service Desk (what we were using before). A few things mentioned in the 'Cons' but hey, overall great. Every time we had an issue or question it was handled quickly by your support team. Keep up the good work!",1
"Pros:Usability of every-day users is simple clean an made for productivity.Setup is easy and clear. However, it takes some time to get to understand the user interface for setup.The mobile app (android) is awesome!",1
One of my favorite features of Freshdesk is the wide variety of tools available for providing excellent customer service. The ticketing system is one of many notable features since it efficiently organizes consumer inquiries and guarantees that none are overlooked.,1
Go to Product for our organization,1
"Pros:Es estupendo ver lo fácilmente escalable que puede llegar a ser y que de primeras tenga todas las funcionalidades que uno necesita.Puedes hacer seguimiento de todas las tareas incluso ver el porcentaje de realización de las mismas, eso está guay",1
"Overall, my 2 year experience using Zendesk was incredibly positive! I enjoyed both using it and configuring it and would easily recommend it to others. Plus, I think their support team did a great job, whenever we had a question we always got effective and timely replies.",1
"Past to utilizing Zoho, we were dealing with all our CS in our email inbox. Things were becoming lost or forgotten about and it was making me insane. Zoho has a great set-up of items and this one is no exemption! Simple to utilize (the essentials at any rate). Also, it's extremely modest.",1
Pros:This is one of the easiest support options to learn and start using right away.Intuitive navigation and ease of use make this something that people at any level of support/customer care can pick up quickly and execute on their role well.,1
Freshdesk has been very helpful to organize and ensure we are providing great customer service.,1
It enhanced our reporting and analysis as it is well integrated with social media and the internal messaging system. Using Zoho Desk helps us to reach and resolve more customer issues faster.,1
improved usability and app.,1
Pros:I like how it keeps records of customer interactions and has many ways to interact with them. It also is very easy to create tickets and track the progress on it,1
Logging and reporting of user support requests.,1
"We use Zendesk to manage our inbound support, account service, helpdesk, and requests from our contact page in order to communicate with users. We collect bug reports and enhancement requests from users and can troubleshoot and monitor requests through various systems we have integrated. It is the foundation on which we base the way we interact with our customers when they come to us.",1
Pros:What I like best about Zoho is the ticketing system and how it can integrate with my gmail inbox so all my emails show up in one place.,0
"Pros:Ease of use and how quick it is to set up. The user interface is very nice looking to, making the whole experience a good one.",1
Le module de dématérialisation de la gestion des services est très utile,1
It's a great working on zendesk suite as we can easily connect with our customer and customer can easily find us in case they really need us urgently.,1
Pros:Jira it's easily the best tool to manage service and tickets that you can get,1
Very good,1
Pros:This tool is very easy to use! I recomend this for everyone. Sheets are very transparent.We have a lot of space.,1
"As I mentioned in cons, support is horrible and they need to focus on getting current modules working without bugs rather then what additional modules they can create to charge people for.I be happy when our company finally pulls the trigger and goes with another vendor.",0
Pros:The product is very customisable and has a lot of features that can be set up to your own company's needs.,1
Excellent support via chat; fast response and always solve my question very quickly.,1
Pros:- Easy to setup and super personalized tool (Create chatflows to help your customers)- The AI keeps getting better. - Track tickets and assign them into multiple owners inside hubspot- Integration with a lot of tools and Apps marketplace,1
"Despite the small problem I had with the learning curve initially, I felt that as the months went by I gained greater mastery and speed in solving all types of cases using this platform. The ease of integrating it with other company systems such as CRM and automating processes was highly valued. Overall, I find Zendesk Suite greatly streamlined my daily tasks as a support agent, focusing more on the customer than the systems. I would definitely recommend this solution to any company that needs to provide operational excellence in their help desk",1
"Once everything is setup to your liking it is good.There is no back up or SLA for issues.If a ticket gets caught in a bottleneck, there are no notifications.You just have to deal.",1
"increased performance at work, better team response and a reporting feature for tickets thats second to none.",1
"Aside from all the great features we get, I have to say the service from support on their email and live chat are very helpful and I'm grateful to be using a product that can be supported 24/7 and has a great development team keeping it up to date. That in it's own is a great benefit.",1
"Pros:The nice part about this product is that it can be integrated with PowerShell scripts. Once the work is completed, the data is uploaded to the SNOW interface, where we can simply combine it with this email gateway and other products.",1
"Pros:It is easy to use and set-up, the help section usually has the answers to our questions.Customer support is quick and efficient and always willing to help.",1
Pros:- User Friendly interface- Good at keeping track of open problems-Allows management of teams and visibility of work across different parts of the organisation,1
It has created the flexibility we needed to manage our customer care service. It's given us visibility through reporting and insight into the types of issues occurring. It's speeded up our response time and improved our performance with better quality responses.,1
"Low-cost, scalabale solution that could handle multiple trouble ticket queues within one software context.",1
Ottimo prodotto,1
"Pros:This is one of the most reliable software for customer support. It has some of the most amazing features like I can contact with the customers through multiple channels for example emails, calls etc. also automated emails is a great feature, with the help of this I can send emails to my customers if there is any new offer.",1
Solid product for a medium sized customer support team like ours. It's been serving us well for about 4 years now.,1
"The price is fair from my point of view and you can choose the plan that best suits you. We first started using the ticket solving tool in our Customer Service. Over time, we decided to increase and add the other tools that really made an improvement in our plan.",1
Pros:A great day-today SMB-oriented helpdesk platform. The ticket management system is on-par with most other helpdesk platform if not better. Zendesk keeps heading the right direction with new features and fixes over-time. Social media help integration is very useful. Outstanding automatic workflows. Decent integration option for other tools and services to be included within a system.,1
I was quite impressed with Zendesk Suite. It is helpful for both the client and the agent. The client gets to communicate via different avenues whether day or night and the agent has many tools at his/her fingertips.,1
This is the backbone (or killer app) of our customer-facing organization.,1
Pros:IT IS VERY HELPFUL WHEN WE NEED HELP WITH THE SUPPORT,1
I am in love with this helpdesk sofware thanks to its versatility.,1
"Pros:Suivi des deadlines, des projets, de tâches spécifique, les fonctionnalités sont vraiment variés et permettent de collaborer sans perdre le fil avec un système de tickets.",1
"Has made managing our helpdesk much easier, the support is good, I have no complaints.",1
The ticketing system is great and we are benefiting from it.,1
easy on my customer support and organizing my tickets .,1
"I must say that, over all it is amazing and fantastic! and I'll bet our agents have the same thought as mine since this tool is really easy to use.",1
Support and development teams may quickly and easily filter issues in Freshdesk using the many available filters. Using freshdesk has been a simple process. Another perk is that numerous tickets can be linked to the same major disruption.,1
Pros:It is an all in one ticketing tool which makes work easier.,1
"Overall I'm pretty satisfied with JIRA service management, except for some missing functionalities as described above",1
Pros:The system is very quick and supports almost all features that we required. It didn't take long to customise to our needs.,1
"Software problems reporting for clients, in-house sorted problem manager",1
Our marketing team knows exactly the status of any request of our team. And so do the requesters.,1
"it is a good ticketing tool, will help in any help desk to to the job in a professional way, with fast results that you can check with reports, the track of the records of the users makes easy to be able to found issues and patterns.From all the ticketing tools that I´ve ever used, Service Now is my favorite.",1
We were able to easily implement process improvement suggestion/ideas into effect with the help of this team in Zendesk.,0
"Pros:This application has made the proceedings with customers easier. When Zoho CRM and Desk are integrated, it is literally heaven. Being user-friendly, even beginners can deal with the working. Every ticket could be tracked. Also, a ticket could be generated even with a live chat with a customer! Not many applications let users make such a deal.",1
We've been using Jira for about 5 years now and we're still happy with the way it works. We've never had any real issues with it.,1
"Servicenow is being used to manage tickets and incidents in the firm, making it easy to trace,monitor and have an overall knowledge of the incidents.",1
My account executive has been pretty good to deal with which is nice.,1
Pros:It's really easy to configure a help center for customers. This makes easy for them to find the solution that they need.,1
Zoho Desk is helpful for customer service which working as SPOC. It's can apply some process about request & incident management. That will be greater if Zoho Desk have funtion control about Change & Problem Management.,1
"This tool has generally met our needs, but may not have been the correct choice for our specific use. If there was an app for end-users and some further customization available, it may be able to become what we had hoped it would be. It does do what it is meant to do very well; it should just be clear that there are limits to its customization.",1
Great way to track service and work.Easy for use with internal or customers or both.,1
"JIRA Service Desk is the tool that improve our service desk management base on priorities, queues and SLA times, the tool it is being used not only for IT Team another company's department request the tool in order to manage the services base on the same concepts",1
"Its been a very useful tool mostly because of the storage of the emails, in the support branch keeping track of every email and have it for future reference is a must. It has simplified the communication between customer and support. Every ticket shows the person who replied which is a plus since this way the customer won't receive different replies from different people.",1
"We receive tickets from a variety of sources, and Zendesk allows us to send them to the right person so we can answer our clients promptly and accurately.",1
"It has a great polished UI, wonderful implementation of real world customer support interfaces, and very easy to learn. Zendesk proves to be one giant in the customer support industry and any business should be able to utilize this software with ease.If you're looking for a robust CS program that can manage all your customer's queries and, at the same time, make it easier for your agents to solve problems for the customers, Zendesk should be your first choice.",1
"Combine the simplicity of Confluence and the usability of JIRA and you get Service Desk.A tool that allows for us to surface Confluence content while tickets are created and when that doesn't solve the issue the user is then unencumbered by the traditional JIRA UI and instead serviced by a clean no-frills experience.I drop 1 star for licensing costs, they've improved by moving to the agent model but it shouldn't be an issue for most as it's now a more traditional setup.",1
"Pros:Great product, we use it to answer customer's queries. It is ticket based solution, you do not have to be online to receive the query. When there are many tickets on the list you can sort them by different criteria, you can prioritize any of them. Perfect way to solve issues with customers!",1
"Great for huge project management, you can connect with Zoho Analytics and get amazing reports. So you can know the generals and the specifics in detail too!",1
"This app has helped the company to be more efficient in the way we provide customer service, from creating manuals to providing real-time support.",1
"Still fairly new to JIRA, but we're loving it so far. It takes a little while to configure, but once you're setup it's great. Definitely an improvement over Zendesk.",1
Pros:The system responsiveness and customizability are great.,1
Best tool and effortless services. Easy application and reliable outcome. Automation is real.,1
"It is a better fit with how we work than our previous helpdesk system, whilst being a lot cheaper than JIRA or similar systems.",1
"Pros:So coming from ServiceNow, FreshDesk feels much more user friendly - and I mean for the people responsible for actively using the thing every single day. Not only do you have access to all the product features that are constantly improving and rolling out, but you also have a direct link to chat with customer support on every single page you are on. Being an admin feels like the ultimate control over our ticketing system that I never had before. If fresh can't do it, the API or workflow automator can!",1
Make it run quickly but you can't make it all you can imagine.,0
Freshdesk has been an awesome product. It has saved our Technology Department countless hours in documentation and turn around time.It is also easy to setup and get up and running.,1
"Pros:1. Love the way it makes ticket management so easy2. Various features like tagging, sorting, and assigning tickets are super helpful3. Love how other apps like SalesIQ, Knowledge Base, and Analytics and simply be integrated",1
Pros:This tool is very intuitive. It does exactly what it advertizes and more. Very glad to use this product and will continue using it for sure.,1
"Pros:So Zoho desk really helps me organize and get feed back on customer specific tasks.I own a virtual assistant, web design, and online marketing compnay.This way we can create tasks, support, tickes, and track progress on any given project.It's just really simply, plus, it automitacally gets feed back when we close a case so it's easy to stay on top of successes as well as issues.",1
"Freshdesk has established efficient customer help programs, from chats, and direct calls. There is credible customer facilitation for rational business processes.",1
"Il nostro team IT con ServiceNow ha automatizzato la gestione ed il monitoraggio dei ticket. È in grado di strutturare report di dettaglio che evidenziano la loro efficenza nell’ evadere le richieste, dedicando maggior tempo a quelle con più urgenza e che se non evase risultano bloccanti per il lavoro dei colleghi",1
overall experience was good with Freshdesk easy to handle and user-friendly,1
Pros:Zendesk works well for customer support ticketing. It has a lot of features that allows you to customize the way you use it.,1
We got introduced to ServiceNow recently through an acquisition by our parent company.We use ServiceNow for IT ticketing purposes and our experience has been very good.,1
It has been great using Freshdesk. I love the bot that fetches FAQs on the solutions page,1
"This product is using from 3 years.We started from a trial version and later customized to meet our requirements.Its meeting almost all requirements,compared with highly paid other tolls.The major advantages are the unlimited number of agents and customers can create in this.We could develop all the required features in this and happy with the product.",1
Pros:Development and bug tracking can be a very challenging job. But with Atlassian's Jira ticketing system tracking is very easy. Ticket can be assigned to a team/person and how long the ticket was assigned can be easily tracked. Individual team/person can be held accountable with this tool.,1
Pros:La documentation exhaustive sur internet,0
"Pros:The customization that can be done with Zendesk is amazing. Being able to customize everything from the fields to the forms, to who can see what fields is perfect. Ever since we implemented zendesk we've been changing and building our forms, setting up the guide page with faq's really helps the user",1
"Zoho Desk has allowed us to effectively manage our security incidents and requests, providing quality support to our customers.",1
Pros:Easy to use and lots of integrations All features are in one solution Automation and proper ticket management is done Multiple agents are allowed,1
I have had several smooth years using zendesk and really love using it for every ticket incident I have to resolve.,1
"The experience that has been had with this software has been incredible because thanks to it has been able to attend much faster and simple problems presented by our customers, in addition that the flow of it has been increased since it can give attention 24 / 7 by different means of communication.",1
Pros:We are using Zoho Desk for the helpdesk and IT ticketing tool primarily and it was really nice and user-friendly.,1
"Pros:Posee muchos módulos que se complementan entre sí, como Confluence para la gestión de Conocimientos.",1
"It has been a very good experience using Zendesk, it solves our client's issues in an instant and is a vital software for our IT department.",1
"Freshdesk is one heck of a ticketing and support tool that is far better than most of its competitors. If you are looking for clean, effective, and straightforward support tool for your team, go for it.",1
"Pros:We primarily use Live Chat and Offline Contact Form. It is super easy to set up and integrate with almost any CMS. Needless to say, you are able to customize the appearance and features from admin panel - it's intuitive and flexible.",1
Pros:I use ServiceNow for working on the tickets assigned to me. It is very easy to handle for maintaining our current status on the ticket and update the stakeholders/users to keep them on track on the issue or request. It also gives us the option to link any change or problem associated to it. We have the flexibilty of creating incident task and see all related incident created by same user.,1
Most of our driver's inquiry are communicated through Zendesk so it greatly affect our business if we can't be able to use this tool. It's very essential to us.,1
All-in-All this product is really well-made with a clean and nice UI which people will love to work with.,1
Pros:Notification sounds and prompt are pleasing. Canned responses are as helpful as always. I particularly like the fact I am able to implement my email into this.,1
Zoho Desk is great being part of Zoho One if you can subscribe to this all in one application as it seamlessly integrates with Zoho CRM and the other tools. I highly recommend.,1
Pros:Free tier for unlimited usersmore features in free tierUX is greatAttaches to the rest of the zoho products,1
Pros:Alleviates pressure from our staff and helps us focus on critical issues,1
Pros:Me gusta que simplifica la atención al cliente además de contar con unas herramientas robustas y completas.,1
"Pros:I like Zendesk because it is user friendly, and pretty easy to follow. I would recommend this to friend or colleague.",1
"Pros:I love the ease of Zendesk. It is such an easy program to navigate around. You can easily figure out what you're trying to do, find what you're trying to find, etc. The different views and macros are life savers!",1
"It's a good, solidly built ticketing system.",1
We are using Zendesk to help people better communicate issues with the software and hardware they use. Our manager likes to be able to have a report of most popular issues and number of support requests.,1
Pros:The ui is very pleasing to the eye and simple to use,1
I recommend this app because it is really useful especially in communicating!!,1
Fully integrated customer support,1
Pros:This is the best solution we have found so far to track the services we provide to clients who turn to us for assistance.,1
Overall this is good tool to have for ITSM/ITOM .,1
"Dans l'ensemble, je suis content de travailler avec freshdesk qui me permet de bien gérer mes tickets au quotidien.",1
An effective way to solve tickets and problems for both internal and external clients.,1
Very good!,1
Pros:I like the ability to create robust triggers and the ability to get robust and created metrics for reporting.,1
"Pros:Its flexible functionality, cost-effectiveness and streamlined approach.",1
We use Freshdesk daily. The platforms and other services we use with our educational site all use Freshdesk for their support ticket system. It ensures we have a great product as so many high powered companies trust and use the same platform.,1
Pros:The application has a lot of features and it is very user friendly. We have tried it with a few users and it went ok,1
Freshdesk does what it says and that is exactly what you need from a platform like this.,0
Pros:La gamme complète des fonctionnalités pour la gestion des entreprisesSurtout l'intégration de CRM,1
"Great way to central requests coming from a support department, such as IT, creative, marketing etc.",1
"We've tried a handful of ticketing systems, but Zendesk has been the most user friendly and almost fully functional immediately upon sign up. Zendesk also integrates with numerous other options to improve the communication between platforms. The only downside is they don't offer customer satisfaction reviews with the lower plans and as a newer user to ticketing, it would be very helpful to have feedback on our client's experience withZendesk ticketing.",1
"I am really happy since using Zendesk. I actually look forward to getting support tickets!I develop & sell software to consumers. I use support techs who work out of their home. It's not always easy bringing them up to speed on some of the more complex technical issues.We used to use straight email. I did not get to see what my employees were telling customers, so I couldn't monitor the quality of service, and give the employees training when required. Now I can see what they are saying, and I can jump in and assist in some of the more complex cases.When I answer support tickets, I am more motivated to give detailed answers, because I can refer my employees to my replies, and they can learn.Now that we all share access to the pool of support tickets, we can give more prompt replies, and customers get faster service. Customers are much more forgiving when they see answers in minutes instead of hours or days. When a customer is thinking of buying and sends us a question, he is more likely to buy if the answer comes back in minutes, and he is still in a buying frame of mind.I love being able to tell at a glance the status of all our outstanding support issues.The Markdown codes enable us to use typographic features to better lay out out replies, making them clearer and more easy to understand.I like the email format that Zendeskuses. It is the most natural and convenient way to communicate with customers. I like that customers don't have to sign into a ticket management app if they don't want to.We tried using a Support Forum so that customers could get access to all past support answers. That did not work out, as some disgruntled customers left nasty and overly negative comments for all to see, which would discourage prospective customers.I am going to tell all my software developer colleagues about Zendesk.Now if you could add Tables to the Markdown code, Zendesk would be beyond perfect.",1
"I have 700+ internal users and sometimes having external users to raise their questions via helpdesk, most of those using email and some of them use the portal to create ticket. It allows me to manage these enquiries in one single platform, and oversee how my agents solving the problems. Freshdesk also provide me a platform to make announcements and create knowledge base to enable users to be self-help while my manpower is limited. Its reports is regularly used, to provide senior management figures for review of work.",1
We can generate the reports regarding pending and completed tickets,0
Once set-up it's easy to use. Very reliable and stable.,1
Pros:Great amount of features and easy way to configure almost everything,1
"All in all, I would say this application will worth the money if you’re in a regular company with normal requirements not complicated customization.",1
"It is a good CRMto work with , however looking for more customization as per our requirement.",1
"My experience with Freshdesk (4 years) is only positive.If I have a concern, it's addressed by fast and with grace by Freshdesk's Product Support team.Freshdesk's commitment to excellence makes our team's job simple in providing excellent customer support to our clients and their customers.",1
Pros:The ticket management service is very reliable and transparent to the user.,1
"Over all the experience is very good , but some improvement can be done by the team",1
Pros:I like the ability to manage tickets when they arrive. Was easy to set up and get started for the price.,1
Pros:Easy of use some features can be a bit hard. Also a Play option would be nice to have so you can automatically go through the tickets,1
Pros:This is a very easy to use product that will save you time and money long term. The Project management/Tasks feature is amazing. The Ticketing system has improved overall efficiency for our Tech department. You can implement other third party tools for remote access to your end users.,1
Pros:Ease of use. A company/brand that's reputable. Outages are very rare. Makes communicating with customers extremely easy.,1
"Freshdesk is used by support teams within organizations. It was implemented to replace the use of group mailboxes as the support team grew. The centralized management of support email quickly proved its value. Since then, we have also implemented a solution tool (knowledge base) as a central guidance repository for our user base to supplement the training resources we provide. Freshdesk is perfect for any support team using email or social media to help users. It's flexible enough to become a central element of your online presence once you find your way into the admin section and set up a look and feel that fits your company's style. The most important question when choosing help desk software is obviously how you want to support your customers and finding software that does exactly that.",1
Freshdesk has been a great solution for our team which has allowed us to fill a gap to collect implementation issues during our projects. The Freshdesk support staff have all been excellent and quick to respond. They even have helped out when we migrated our domain and needed to switch account names to align with rebranding the company. They're definitely worth checking out!,1
"Pros:We like the options very much a lot of things are possible, also automatization so we can respond to our customers faster and help them better.",1
"Pros:I like how Zendesk grows with my business, If I expand the business I can expand my Zendesk in a few clicks",1
Pros:We used a Zoho desk as an ITSM tool for SOC and IT ticket management. It helps us to manage and track the status of ongoing requests and issues.,1
"In these short weeks, Zoho proved to be easy to use and labor saving. Cost per agent would be an issue to consider.",1
Overall its a very good software in terms of usability. Happy with this.,1
"Antes de que los teléfonos y los correos electrónicos se mezclaran, nuestros sistemas se separaron en dos sistemas separados. Las llamadas procesan los tickets de manera diferente a los correos electrónicos. La mayoría de las preguntas de nuestros clientes llegaron a través de llamadas telefónicas y correos electrónicos. Los clientes pueden registrar fácilmente sus consultas con Facebook y WhatsApp; esto les facilita hacer preguntas. Al conectar Zendesk a estos dos canales, los clientes pueden llamar al sistema con menos frecuencia y más fácilmente.",1
The available platform in reaching out customers it is our service desk as well when we need assistance. Effective engagement within the organization.,1
Zendesk platform allows us to manage tickets from customers,1
ServiceNow is an ITSM tool and it has so many modules based on business process. It is very helpful to track and troubleshoot issues in better way.,1
"Pros:I like that the setup was easy. Within less than an hour of signing up, I was already communicating our company's brand new support site as well as support email. I also like how easy it was to map to my website sub-domain. I've checked everything else and we always go back to Zoho Desk.I also like the tight integration with Zoho CRM. I've always thought that a Help Desk app and a CRM app needs to be seamlessly integrated.",1
"IT's been great, it's so easy and it rarely fails, I have never had to talk to their support staff about anything. So great app.",1
"Pros:Zoho Desk provides more features for your help desk witch a less price when you compare with the competitors! Its a really complete help desk system, test it and see with your own eyes.",1
"If you know how to tag anything, you can pick up the whole process within minutes of using it for the first time. You can create contacts at the site of entry, which makes everything faster and easier. Even those who are not software-savvy won't find it a challenge. A plus if you're retro-fitting this process onto an existing business SOP. Zendesk is especially good for teams that work digitally, rather than meeting in a physical space, as it helps keep communication open and easy to access for everyone.",1
"Pros:Integrated with the zoho suite, integrated with phone system",1
Pros:Robus system - it never failed on us when we used it.,0
"We were using it track calls made to our support organization, and to track tickets created through other softwares. We pushed it into Salesforce.",1
It was good that Jira Service Desk helped us on the customer support area. It speeds up our team's productivity and had made a good impression to our customers for us!,1
I love zendesk and use and need it in my everyday life at work. I believe zendesk is going in the right direction for sure and should be utilized by more people.,1
"Pros:As a team we've been using many ticket sofwares for our own software service. Jira is the most trusted, best value for it's price and easier to use one amongs them all.",1
"Overall, I'd say that the Zendesk Suite multichannel support has been a lifesaver. Managing the customer interactions in only one platform gives us an overview in the life cycle of each customer. It helps agents see the bigger picture the customers are having, be proactive in terms of resolutions, they can spot trends and also see what self help articles the customers used. Zendesk's suite reporting and dashboards are giving us a useful insight in how our team is performing and we can easily spot areas of improvement, while celebrating each success we have.",1
Not as easy as it should be to find what I am looking for on the site.,0
"We are receiving a lot of request of customers. The customers are sending the requests to the same email address. So often it's not clear for us who of us is responsible for which request. So it happened from time to time that a customer email remained unanswered.It also happens often that different people are responsible for a different stage of a request. Freshdesk is a great solution for these problems. Now one person is responsible for the tickets that are coming in to Freshdesk and assign them then to the right people. Furthermore, we have stuff that is taking care of our service phone, sitting in other countries. Freshdesk helps us to control the quality of they calls and also to communicate with them. So all in all I have a very good experience with Freshdesk.",1
The use of Freshdesk is what makes us different from other outsourcing companies here in Cebu. We attain to have 1 platform that could capture data requests from all the support channels our clients used and Freshdesk is the tool for it. I would say its our scaling factor.,1
"Pros:Easy to add tags, add filters, look at reports on how the team has been doing.",1
"This software has allowed me to organize my work effectively, and ensure that all my clients get their tasks done accurately, and on time.",1
better customer support,1
Great overview of task pending with our programming team. Extremely helpful to keep track of sprints. Learning curve is relatively low.,1
"We had some issues before, but all good nowThe system is stable and function well",1
Organizing work flow,1
Previously the team was managing support by a shared email inbox only - a nightmare for anyone familiar with helpdesk platforms. Freshdesk was simple enough to implement and integrate into daily routines for both admins and users.,1
Pros:we are using it for a maintenance program for different locations and its working well for that and I like how its able to assign this to our maintenance guys,0
I can manage all the daily jobs with Freshdesk and sort them by priority.,1
"Pros:The platform is good for internal and external knowledge base building, and I think the mobile app is extremely useful when it comes to support with tickets and the chatbots",1
